CVE,Vendor,Product,Type,Description,Date Discovered,Date Patched,Advisory,Analysis URL,Root Cause Analysis,Reported By
CVE-2021-37973,Google,Chrome,Memory Corruption,Use-after-free in Portals,2021-09-21,2021-09-24,https://chromereleases.googleblog.com/2021/09/stable-channel-update-for-desktop_24.html,https://blog.google/threat-analysis-group/protecting-android-users-from-0-day-attacks/ ,???,"Clément Lecigne from Google TAG, with technical assistance from Sergei Glazunov and Mark Brand from Google Project Zero"
CVE-2021-30869,Apple,macOS,Memory Corruption,Type confusion in XNU,???,2021-09-23,https://support.apple.com/en-us/HT212825,https://blog.google/threat-analysis-group/analyzing-watering-hole-campaign-using-macos-exploits/,???,"Erye Hernandez of Google Threat Analysis Group, Clément Lecigne of Google Threat Analysis Group, and Ian Beer of Google Project Zero"
CVE-2021-40444,Microsoft,Internet Explorer,Logic/Design Flaw,Unspecified remote code execution in MSHTML,???,2021-09-14,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-40444,https://billdemirkapi.me/unpacking-cve-2021-40444-microsoft-office-rce/,???,"Rick Cole (MSTIC), Dhanesh Kizhakkinan of Mandiant, Genwei Jiang of Mandiant, Haifei Li of EXPMON, and Byce Abdo of Mandiant"
CVE-2021-30860,Apple,iOS,Memory Corruption,Integer overflow in CoreGraphics,2021-09-07,2021-09-13,https://support.apple.com/en-us/HT212807,https://googleprojectzero.blogspot.com/2021/12/a-deep-dive-into-nso-zero-click.html ,???,The Citizen Lab
CVE-2021-30858,Apple,WebKit,Memory Corruption,Use-after-free in Indexed DB ,???,2021-09-13,https://support.apple.com/en-us/HT212807,???,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2021/CVE-2021-30858.html,???
CVE-2021-30632,Google,Chrome,Memory Corruption,Out of bounds write in V8,2021-09-08,2021-09-13,https://chromereleases.googleblog.com/2021/09/stable-channel-update-for-desktop.html,https://securitylab.github.com/research/in_the_wild_chrome_cve_2021_30632/ ,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2021/CVE-2021-30632.html,???
CVE-2021-30633,Google,Chrome,Memory Corruption,Use-after-free in Indexed DB ,2021-09-08,2021-09-13,https://chromereleases.googleblog.com/2021/09/stable-channel-update-for-desktop.html,???,???,???
CVE-2021-31010,Apple,iOS,Logic/Design Flaw,Vulnerability in CommCenter,???,2021-09-13,https://support.apple.com/en-us/HT212807,https://googleprojectzero.blogspot.com/2022/03/forcedentry-sandbox-escape.html,???,The Citizen Lab & Google Project Zero
CVE-2021-36948,Microsoft,Windows,???,Windows update medic service elevation of privilege,???,2021-08-11,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-36948,???,???,Microsoft Threat Intelligence Center (MSTIC)/ Microsoft Security Response Center (MSRC)
CVE-2021-30807,Apple,iOS,Memory Corruption,Memory corruption in IOMobileFrameBuffer,???,2021-07-26,https://support.apple.com/en-us/HT212623,https://saaramar.github.io/IOMobileFrameBuffer_LPE_POC/,???,???
CVE-2021-30563,Google,Chrome,Memory Corruption,Type confusion in v8,2021-07-12,2021-07-15,https://chromereleases.googleblog.com/2021/07/stable-channel-update-for-desktop.html,???,???,???
CVE-2021-33771,Microsoft,Windows,Memory Corruption,Unspecified kernel escalation of privilege,???,2021-07-13,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-33771,https://www.microsoft.com/security/blog/2021/07/15/protecting-customers-from-a-private-sector-offensive-actor-using-0-day-exploits-and-devilstongue-malware/,???,Microsoft Threat Intelligence Center (MSTIC)/ Microsoft Security Response Center (MSRC)
CVE-2021-34448,Microsoft,Internet Explorer,Memory Corruption,Unspecified scripting engine memory corruption,???,2021-07-13,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-34448,???,???,yangkang(@dnpushme)&bianliang&wanggang&lihongfei of 360 ATA
CVE-2021-31979,Microsoft,Windows,Memory Corruption,Unspecified kernel escalation of privilege,???,2021-07-13,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-31979,https://www.microsoft.com/security/blog/2021/07/15/protecting-customers-from-a-private-sector-offensive-actor-using-0-day-exploits-and-devilstongue-malware/,???,Microsoft Threat Intelligence Center (MSTIC)/ Microsoft Security Response Center (MSRC)
CVE-2021-30554,Google,Chrome,Memory Corruption,Use-after-free in WebGL,2021-06-15,2021-06-17,https://chromereleases.googleblog.com/2021/06/stable-channel-update-for-desktop_17.html,???,???,???
CVE-2021-30551,Google,Chrome,Memory Corruption,Type confusion in v8,2021-06-03,2021-06-09,https://chromereleases.googleblog.com/2021/06/stable-channel-update-for-desktop.html,https://blog.google/threat-analysis-group/how-we-protect-users-0-day-attacks/,https://googleprojectzero.github.io/0days-in-the-wild/0day-RCAs/2021/CVE-2021-30551.html,Clement Lecigne of Google's Threat Analysis Group and Sergei Glazunov of Google Project Zero
CVE-2021-31955,Microsoft,Windows,Logic/Design Flaw,Kernel information disclosure in SuperFetch,2021-04-14,2021-06-08,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-31955,https://securelist.com/puzzlemaker-chrome-zero-day-exploit-chain/102771/,???,Boris Larin (Oct0xor) of Kaspersky Lab
CVE-2021-31956,Microsoft,Windows,Memory Corruption,Heap-based buffer overflow in ntfs.sys,2021-04-14,2021-06-08,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-31956,https://securelist.com/puzzlemaker-chrome-zero-day-exploit-chain/102771/,???,Boris Larin (Oct0xor) of Kaspersky Lab
CVE-2021-33742,Microsoft,Internet Explorer,Memory Corruption,Out-of-bounds write in MSHTML,2021-06-03,2021-06-08,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-33742,https://blog.google/threat-analysis-group/how-we-protect-users-0-day-attacks/,https://googleprojectzero.github.io/0days-in-the-wild/0day-RCAs/2021/CVE-2021-33742.html,Clément Lecigne of Google’s Threat Analysis Group
CVE-2021-31199,Microsoft,Windows,???,Unspecified enhanced crypto provider escalation of privilege,???,2021-06-08,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-31199,???,???,???
CVE-2021-31201,Microsoft,Windows,???,Unspecified enhanced crypto provider escalation of privilege,???,2021-06-08,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-31201,???,???,???
CVE-2021-28550,Adobe,Reader,Memory Corruption,Use-after-free,???,2021-05-11,https://helpx.adobe.com/security/products/acrobat/apsb21-29.html,???,???,???
CVE-2021-30665,Apple,WebKit,Memory Corruption,Memory corruption related to state management in Webkit,???,2021-05-03,https://support.apple.com/en-us/HT212336,???,???,yangkang (@dnpushme)&zerokeeper&bianliang of 360 ATA
CVE-2021-30663,Apple,WebKit,Memory Corruption,Integer overflow in Webkit,???,2021-05-03,https://support.apple.com/en-us/HT212336,???,???,???
CVE-2021-1905,Qualcomm,Android,Memory Corruption,Use-after-free in GPU,2020-11-17,2021-05-03,https://source.android.com/security/bulletin/2021-05-01,???,https://googleprojectzero.github.io/0days-in-the-wild/0day-RCAs/2021/CVE-2021-1905.html,???
CVE-2021-1906,Qualcomm,Android,Logic/Design Flaw,Improper error handling in GPU,2020-11-17,2021-05-03,https://source.android.com/security/bulletin/2021-05-01,???,???,???
CVE-2021-28663,ARM,Android,Memory Corruption,Use-after-free in Mali GPU,???,2021-05-03,https://source.android.com/security/bulletin/2021-05-01,https://github.com/lntrx/CVE-2021-28663,???,???
CVE-2021-28664,ARM,Android,Memory Corruption,Writes to read-only memory in Mali GPU,???,2021-05-03,https://source.android.com/security/bulletin/2021-05-01,???,???,???
CVE-2021-25394,Samsung,Android,Memory Corruption,Use-after-free in MFC charger driver,2020-12-31,2021-05-01,https://security.samsungmobile.com/securityUpdate.smsb,???,???,???
CVE-2021-25395,Samsung,Android,Memory Corruption,Use-after-free in MFC charger driver,2020-12-31,2021-05-01,https://security.samsungmobile.com/securityUpdate.smsb,???,???,???
CVE-2021-30661,Apple,WebKit,Memory Corruption,Use-after-free in WebKit,???,2021-04-26,https://support.apple.com/en-us/HT212317,???,???,yangkang(@dnpushme) of 360 ATA
CVE-2021-28310,Microsoft,Windows,Memory Corruption,Out-of-bounds write vulnerability in dwmcore.dll,???,2021-04-13,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-28310,https://securelist.com/zero-day-vulnerability-in-desktop-window-manager-cve-2021-28310-used-in-the-wild/101898/,???,Boris Larin (Oct0xor) of Kaspersky Lab
CVE-2021-21206,Google,Chrome,Memory Corruption,Use-after-free in Blink,2021-04-07,2021-04-13,https://chromereleases.googleblog.com/2021/04/stable-channel-update-for-desktop.html,???,???,???
CVE-2021-1879,Apple,WebKit,UXSS,Universal cross site scripting in Webkit,???,2021-03-26,https://support.apple.com/en-us/HT212256,https://blog.google/threat-analysis-group/how-we-protect-users-0-day-attacks/,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2021/CVE-2021-1879.html,Clement Lecigne of Google Threat Analysis Group and Billy Leonard of Google Threat Analysis Group
CVE-2021-21193,Google,Chrome,Memory Corruption,Use-after-free in Blink,2021-03-09,2021-03-12,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop_12.html,???,???,???
CVE-2021-26411,Microsoft,Internet Explorer,Memory Corruption,Use-after-free in MSHTML,???,2021-03-09,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-26411,https://enki.co.kr/blog/2021/02/04/ie_0day.html,https://googleprojectzero.github.io/0days-in-the-wild/0day-RCAs/2021/CVE-2021-26411.html,yangkang(@dnpushme) & huangyi(@C0rk1_H) & Enki
CVE-2021-26855,Microsoft,Exchange Server,Logic/Design Flaw,Server-side request forgery (SSRF) ,???,2021-03-02,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-26855,https://www.microsoft.com/security/blog/2021/03/02/hafnium-targeting-exchange-servers/,https://googleprojectzero.github.io/0days-in-the-wild/0day-RCAs/2021/CVE-2021-26855.html,"Volexity, Orange Tsai from DEVCORE research team, and Microsoft Threat Intelligence Center (MSTIC)"
CVE-2021-26857,Microsoft,Exchange Server,Logic/Design Flaw,Insecure deserialization in the Unifed Messaging service,???,2021-03-02,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-26857,https://www.microsoft.com/security/blog/2021/03/02/hafnium-targeting-exchange-servers/,???,Dubex and Microsoft Threat Intelligence Center (MSTIC)
CVE-2021-26858,Microsoft,Exchange Server,Logic/Design Flaw,Arbitrary file write,???,2021-03-02,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-26858,https://www.microsoft.com/security/blog/2021/03/02/hafnium-targeting-exchange-servers/,???,Microsoft Threat Intelligence Center
CVE-2021-27065,Microsoft,Exchange Server,Logic/Design Flaw,Arbitrary file write,???,2021-03-02,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-27065,https://www.microsoft.com/security/blog/2021/03/02/hafnium-targeting-exchange-servers/,???,"Volexity, Orange Tsai from DEVCORE research team, and Microsoft Threat Intelligence Center (MSTIC)"
CVE-2021-21166,Google,Chrome,Memory Corruption,Object lifecycle issue in audio,2021-02-11,2021-03-02,https://chromereleases.googleblog.com/2021/03/stable-channel-update-for-desktop.html,https://blog.google/threat-analysis-group/how-we-protect-users-0-day-attacks/,https://googleprojectzero.github.io/0days-in-the-wild/0day-RCAs/2021/CVE-2021-21166.html,"Alison Huffman, Microsoft Browser Vulnerability Research & Clement Lecigne of Google Threat Analysis Group"
CVE-2021-25337,Samsung,Android,Logic/Design Flaw,Access control issues in clipboard provider,2020-11-03,2021-03-01,https://security.samsungmobile.com/securityUpdate.smsb,https://googleprojectzero.blogspot.com/2022/11/a-very-powerful-clipboard-samsung-in-the-wild-exploit-chain.html,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2021/CVE-2021-25337.html,???
CVE-2021-25369,Samsung,Android,Logic/Design Flaw,Kernel info leak in sec_log,2020-12-10,2021-03-01,https://security.samsungmobile.com/securityUpdate.smsb,https://googleprojectzero.blogspot.com/2022/11/a-very-powerful-clipboard-samsung-in-the-wild-exploit-chain.html,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2021/CVE-2021-25369.html,???
CVE-2021-25370,Samsung,Android,Memory Corruption,Use-after-free in dpu (DECON) driver,2020-12-10,2021-03-01,https://security.samsungmobile.com/securityUpdate.smsb,https://googleprojectzero.blogspot.com/2022/11/a-very-powerful-clipboard-samsung-in-the-wild-exploit-chain.html,???,???
CVE-2021-25371,Samsung,Android,Logic/Design Flaw,Possible to load arbitrary ELF library inside DSP,2020-12-22,2021-03-01,https://security.samsungmobile.com/securityUpdate.smsb,???,???,???
CVE-2021-25372,Samsung,Android,Memory Corruption,Out-of-bounds access vulnerability in DSP driver,2020-12-22,2021-03-01,https://security.samsungmobile.com/securityUpdate.smsb,???,???,???
CVE-2021-21017,Adobe,Reader,Memory Corruption,Heap-based buffer overflow,???,2021-02-09,https://helpx.adobe.com/security/products/acrobat/apsb21-09.html,https://github.com/ZeusBox/CVE-2021-21017,???,???
CVE-2021-1732,Microsoft,Windows,Memory Corruption,Unspecified win32k escalation of privilege,2020-12-10,2021-02-09,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-1732,https://ti.dbappsecurity.com.cn/blog/index.php/2021/02/10/windows-kernel-zero-day-exploit-is-used-by-bitter-apt-in-targeted-attack/,https://googleprojectzero.github.io/0days-in-the-wild/0day-RCAs/2021/CVE-2021-1732.html,"JinQuan, MaDongZe, TuXiaoYi, and LiHao of DBAPPSecurity Co., Ltd"
CVE-2021-21148,Google,Chrome,Memory Corruption,Heap buffer overflow in V8,2021-01-24,2021-02-04,https://chromereleases.googleblog.com/2021/02/stable-channel-update-for-desktop_4.html,???,???,Mattias Buelens
CVE-2021-1782,Apple ,iOS,Memory Corruption,Unspecified kernel race condition,???,2021-01-26,https://support.apple.com/en-us/HT212146,https://googleprojectzero.blogspot.com/2022/04/cve-2021-1782-ios-in-wild-vulnerability.html,???,???
CVE-2021-1870,Apple ,WebKit,Logic/Design Flaw,Unspecified logic flaw in Webkit,???,2021-01-26,https://support.apple.com/en-us/HT212146,???,???,???
CVE-2021-1871,Apple ,WebKit,Logic/Design Flaw,Unspecified logic flaw in Webkit,???,2021-01-26,https://support.apple.com/en-us/HT212146,???,???,???
CVE-2021-1647,Microsoft,Windows Defender,Memory Corruption,Unspecified remote code execution in Windows Defender,???,2021-01-12,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-1647,???,https://googleprojectzero.github.io/0days-in-the-wild/0day-RCAs/2021/CVE-2021-1647.html,???
CVE-2020-11261,Qualcomm,Android,Logic/Design Flaw,Memory management logic error in kgsl driver,2020-07-20,2021-01-04,https://source.android.com/security/bulletin/2021-01-01,???,???,Man Yue Mo of GitHub Security Lab
CVE-2020-4006,VMWare,VMware Workspace ONE Access,Logic/Design Flaw,Command injection,???,2020-12-03,https://www.vmware.com/security/advisories/VMSA-2020-0027.html,???,???,National Security Agency
CVE-2020-16013,Google,Chrome,Memory Corruption,Unspecified memory corruption in v8,2020-11-09,2020-11-11,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_11.html,???,???,???
CVE-2020-16017,Google,Chrome,Memory Corruption,Use-after-free in site isolation,2020-11-07,2020-11-11,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop_11.html,???,???,???
CVE-2020-17087,Microsoft,Windows,Memory Corruption,Heap buffer overflow in cng.sys IOCTL 0x390400,2020-10-22,2020-11-10,https://msrc.microsoft.com/update-guide/en-US/vulnerability/CVE-2020-17087,https://bugs.chromium.org/p/project-zero/issues/detail?id=2104,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2020/CVE-2020-17087.html,Google Project Zero
CVE-2020-27930,Apple,iOS,Memory Corruption,Unspecified memory corruption in font parsing,2020-10-26,2020-11-05,https://support.apple.com/en-us/HT211929,https://bugs.chromium.org/p/project-zero/issues/detail?id=2105,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2020/CVE-2020-27930.html,Google Project Zero
CVE-2020-27950,Apple,iOS,Information Leak,Unspecified memory initialization issue in kernel,2020-10-29,2020-11-05,https://support.apple.com/en-us/HT211929,https://bugs.chromium.org/p/project-zero/issues/detail?id=2108&q=CVE-2020-27950&can=1,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2020/CVE-2020-27950.html,Google Project Zero
CVE-2020-27932,Apple,iOS,Memory Corruption,Unspecified type confusion in kernel,2020-10-26,2020-11-05,https://support.apple.com/en-us/HT211929,https://bugs.chromium.org/p/project-zero/issues/detail?id=2107,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2020/CVE-2020-27932.html,Google Project Zero
CVE-2020-16009,Google,Chrome,Memory Corruption,Type confusion in TurboFan map deprecation,2020-10-29,2020-11-02,https://chromereleases.googleblog.com/2020/11/stable-channel-update-for-desktop.html,https://bugs.chromium.org/p/project-zero/issues/detail?id=2106,https://googleprojectzero.github.io/0days-in-the-wild//0day-RCAs/2020/CVE-2020-16009.html,Google Project Zero/Google TAG
