,cve,vectorString,Exploitation,Automatable,TechnicalImpact,base_vector,cisa_kev,nuclei,metasploit,exploitdb,poc_github,_Exploitation,KeyPhrases
154,CVE-2022-26635,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['clrf injection', 'execute clrf injection', 'null termination']"
155,CVE-2022-26814,,Poc,No,Total,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['remote code execution']
156,CVE-2022-26927,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,False,False,False,False,True,Poc,"['remote code execution', 'windows graphics component remote code execution']"
157,CVE-2022-26582,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['command injection', 'gain root access']"
158,CVE-2022-26808,,None,No,Total,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['windows file explorer elevation of privilege']
159,CVE-2022-26127,,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['buffer overflow']
160,CVE-2022-26936,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,False,False,False,False,False,None,"['information disclosure', 'windows server service information disclosure']"
161,CVE-2022-26825,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['remote code execution']
162,CVE-2022-26917,,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['remote code execution']
163,CVE-2022-43880,,None,No,Partial,,False,False,False,False,False,None,
164,CVE-2022-43654,,None,No,Total,,False,False,False,False,False,None,
165,CVE-2022-43855,,None,No,Partial,,False,False,False,False,False,None,
166,CVE-2022-43655,,None,No,Total,,False,False,False,False,False,None,
167,CVE-2022-43652,,None,No,Partial,,False,False,False,False,False,None,
168,CVE-2022-43279,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,Poc,No,Total,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['sql injection']
169,CVE-2022-43384,,None,No,Partial,,False,False,False,False,False,None,
170,CVE-2022-43653,,None,No,Total,,False,False,False,False,False,None,
171,CVE-2022-43216,,None,No,Partial,,False,False,False,False,False,None,
172,CVE-2022-43651,,None,No,Total,,False,False,False,False,False,None,
173,CVE-2022-43841,,None,No,Partial,,False,False,False,False,False,None,
174,CVE-2022-43656,,None,No,Partial,,False,False,False,False,False,None,
175,CVE-2022-32275,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Poc,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,False,False,False,False,False,None,['reading files']
176,CVE-2022-32897,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
177,CVE-2022-32508,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Poc,Yes,Partial,,False,False,False,False,False,None,
178,CVE-2022-32504,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Poc,Yes,Total,,False,False,False,False,False,None,
179,CVE-2022-32933,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,
180,CVE-2022-32502,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,None,No,Total,,False,False,False,False,False,None,
181,CVE-2022-32294,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['not be reproduced', 'does not encrypt the initial-login randomly created password', 'cleartext']"
182,CVE-2022-32742,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,['file (or printer)']
183,CVE-2022-32503,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
184,CVE-2022-47555,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['operating system command injection', 'execute commands', 'elevated privileges']"
185,CVE-2022-47558,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['ftp service', 'default credentials', 'allow the creation of new users', 'modify critical files']"
186,CVE-2022-47151,,None,Yes,Partial,,False,False,False,False,False,None,
187,CVE-2022-47556,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,"['web server to send continuous legitimate web', 'denial of service (dos)', 'uncontrolled resource consumption']"
188,CVE-2022-47065,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['execute arbitrary code', 'affects products', 'stack overflow']"
189,CVE-2022-22039,,None,No,Total,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['remote code execution']
190,CVE-2022-22038,,None,No,Total,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['remote code execution']
191,CVE-2022-22273,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['end-of-life', 'os command injection', 'os command injection vulnerability impacting end-of']"
192,CVE-2022-22711,,None,No,Total,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:N,False,False,False,False,False,None,['information disclosure']
193,CVE-2022-22399,,None,No,Partial,,False,False,False,False,False,None,
194,CVE-2022-22031,,None,Yes,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['public key elevation of privilege']
195,CVE-2022-22036,,None,No,Total,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['performance counters', 'windows elevation of privilege']"
196,CVE-2022-22364,,None,Yes,Partial,,False,False,False,False,False,None,
197,CVE-2022-4245,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,"['be interpreted as xml and allow for xml', 'xml injection', 'for xml injection']"
198,CVE-2022-4967,,None,No,Partial,,False,False,False,False,False,None,
199,CVE-2022-4244,,Poc,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,False,False,False,False,False,None,"['access arbitrary files', 'path traversal', 'directory traversal', 'access arbitrary files and directories stored']"
200,CVE-2022-4969,,None,No,Partial,,False,False,False,False,False,None,
201,CVE-2022-4965,,None,No,Partial,,False,False,False,False,False,None,
202,CVE-2022-4318,,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,['addition of arbitrary lines']
203,CVE-2022-4968,,None,No,Partial,,False,False,False,False,False,None,
204,CVE-2022-0555,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Poc,No,Total,,False,False,False,False,False,None,
205,CVE-2022-0551,,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,"['improper input validation', 'execute unattended commands', 'file upload']"
206,CVE-2022-0897,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,False,False,False,False,False,None,"['crash', 'exploit this issue']"
207,CVE-2022-48720,,None,No,Partial,,False,False,False,False,False,None,
208,CVE-2022-48665,,None,No,Partial,,False,False,False,False,False,None,
209,CVE-2022-48736,,None,No,Partial,,False,False,False,False,False,None,
210,CVE-2022-48673,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,
211,CVE-2022-48761,,None,No,Partial,,False,False,False,False,False,None,
212,CVE-2022-48686,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
213,CVE-2022-48669,,None,No,Partial,,False,False,False,False,False,None,
214,CVE-2022-48690,,None,No,Partial,,False,False,False,False,False,None,
215,CVE-2022-48628,,None,No,Partial,,False,False,False,False,False,None,
216,CVE-2022-48716,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,Yes,Total,,False,False,False,False,False,None,
217,CVE-2022-48741,,None,No,Partial,,False,False,False,False,False,None,
218,CVE-2022-48700,,None,No,Partial,,False,False,False,False,False,None,
219,CVE-2022-48701,,None,No,Partial,,False,False,False,False,False,None,
220,CVE-2022-48740,,None,No,Partial,,False,False,False,False,False,None,
221,CVE-2022-48652,,None,No,Partial,,False,False,False,False,False,None,
222,CVE-2022-48629,,None,No,Partial,,False,False,False,False,False,None,
223,CVE-2022-48691,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,
224,CVE-2022-48687,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,False,False,False,False,False,None,
225,CVE-2022-48668,,None,No,Partial,,False,False,False,False,False,None,
226,CVE-2022-48648,,None,No,Partial,,False,False,False,False,False,None,
227,CVE-2022-48760,,None,No,Partial,,False,False,False,False,False,None,
228,CVE-2022-48672,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
229,CVE-2022-48664,,None,No,Partial,,False,False,False,False,False,None,
230,CVE-2022-48696,,None,No,Partial,,False,False,False,False,False,None,
231,CVE-2022-48655,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
232,CVE-2022-48710,,None,No,Partial,,False,False,False,False,False,None,
233,CVE-2022-48747,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,None,Yes,Partial,,False,False,False,False,False,None,
234,CVE-2022-48643,,None,No,Partial,,False,False,False,False,False,None,
235,CVE-2022-48706,,None,No,Partial,,False,False,False,False,False,None,
236,CVE-2022-48675,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,
237,CVE-2022-48767,,None,No,Partial,,False,False,False,False,False,None,
238,CVE-2022-48659,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,
239,CVE-2022-48618,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,Active,No,Total,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,True,False,False,False,False,Active,"['bypass pointer authentication', 'been exploited against versions of ios released', 'arbitrary read and write capability']"
240,CVE-2022-48731,,None,No,Partial,,False,False,False,False,False,None,
241,CVE-2022-48674,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
242,CVE-2022-48727,,None,No,Partial,,False,False,False,False,False,None,
243,CVE-2022-48635,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,None,No,Partial,,False,False,False,False,False,None,
244,CVE-2022-48642,,None,No,Partial,,False,False,False,False,False,None,
245,CVE-2022-48707,,None,No,Partial,,False,False,False,False,False,None,
246,CVE-2022-48750,,None,No,Partial,,False,False,False,False,False,None,
247,CVE-2022-48711,,None,No,Partial,,False,False,False,False,False,None,
248,CVE-2022-48697,,None,No,Partial,,False,False,False,False,False,None,
249,CVE-2022-48681,,None,No,Total,,False,False,False,False,False,None,
250,CVE-2022-48639,,None,No,Partial,,False,False,False,False,False,None,
251,CVE-2022-48753,,None,No,Partial,,False,False,False,False,False,None,
252,CVE-2022-48657,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
253,CVE-2022-48010,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,"['execute arbitrary web scripts or html', 'stored cross-site scripting (xss)', 'xss']"
254,CVE-2022-48694,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
255,CVE-2022-48728,,None,No,Partial,,False,False,False,False,False,None,
256,CVE-2022-48708,,None,No,Partial,,False,False,False,False,False,None,
257,CVE-2022-48749,,None,No,Partial,,False,False,False,False,False,None,
258,CVE-2022-48698,,None,No,Partial,,False,False,False,False,False,None,
259,CVE-2022-48636,,None,No,Partial,,False,False,False,False,False,None,
260,CVE-2022-48637,,None,No,Total,,False,False,False,False,False,None,
261,CVE-2022-48660,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,
262,CVE-2022-48699,,None,No,Partial,,False,False,False,False,False,None,
263,CVE-2022-48621,,None,No,Partial,,False,False,False,False,False,None,
264,CVE-2022-48764,,None,No,Partial,,False,False,False,False,False,None,
265,CVE-2022-48748,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,None,Yes,Partial,,False,False,False,False,False,None,
266,CVE-2022-48709,,None,No,Partial,,False,False,False,False,False,None,
267,CVE-2022-48729,,None,No,Partial,,False,False,False,False,False,None,
268,CVE-2022-48695,,None,No,Partial,,False,False,False,False,False,None,
269,CVE-2022-48713,,None,No,Partial,,False,False,False,False,False,None,
270,CVE-2022-48656,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,
271,CVE-2022-48197,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,True,False,True,True,Poc,"['reflected cross-site scripting (xss)', 'xss', 'overflow.php']"
272,CVE-2022-48705,,None,No,Partial,,False,False,False,False,False,None,
273,CVE-2022-48640,,None,No,Partial,,False,False,False,False,False,None,
274,CVE-2022-48759,,None,No,Partial,,False,False,False,False,False,None,
275,CVE-2022-48718,,None,No,Partial,,False,False,False,False,False,None,
276,CVE-2022-48763,,None,No,Partial,,False,False,False,False,False,None,
277,CVE-2022-48671,,None,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,
278,CVE-2022-48734,,None,No,Partial,,False,False,False,False,False,None,
279,CVE-2022-48667,,None,No,Partial,,False,False,False,False,False,None,
280,CVE-2022-48722,,None,No,Partial,,False,False,False,False,False,None,
281,CVE-2022-48630,,None,No,Partial,,False,False,False,False,False,None,
282,CVE-2022-48702,,None,No,Partial,,False,False,False,False,False,None,
283,CVE-2022-48647,,None,No,Partial,,False,False,False,False,False,None,
284,CVE-2022-48743,,None,No,Partial,,False,False,False,False,False,None,
285,CVE-2022-48651,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,None,No,Partial,,False,False,False,False,False,None,
286,CVE-2022-48684,,None,No,Total,,False,False,False,False,False,None,
287,CVE-2022-48685,,None,No,Total,,False,False,False,False,False,None,
288,CVE-2022-48754,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
289,CVE-2022-48703,,None,No,Partial,,False,False,False,False,False,None,
290,CVE-2022-48631,,None,No,Partial,,False,False,False,False,False,None,
291,CVE-2022-48666,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,None,No,Total,,False,False,False,False,False,None,
292,CVE-2022-48689,,None,No,Partial,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
293,CVE-2022-48220,,None,No,Partial,,False,False,False,False,False,None,
294,CVE-2022-48670,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
295,CVE-2022-48762,,None,No,Partial,,False,False,False,False,False,None,
296,CVE-2022-48758,,None,No,Partial,,False,False,False,False,False,None,
297,CVE-2022-1242,,None,No,Partial,,False,False,False,False,False,None,
298,CVE-2022-38710,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,None,Yes,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,False,False,False,False,False,None,['disclose sensitive version information']
299,CVE-2022-38028,,Active,No,Total,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,True,False,False,False,False,Active,['elevation of privilege']
300,CVE-2022-38652,,None,No,Total,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,False,False,False,False,False,None,"['remote insecure deserialization', 'run arbitrary code or malware']"
301,CVE-2022-38055,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
302,CVE-2022-38096,,Poc,No,Partial,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,False,False,False,False,False,None,"['denial of service(dos)', 'gain privilege', 'null pointer dereference']"
303,CVE-2022-38386,,None,No,Total,,False,False,False,False,False,None,
304,CVE-2022-38164,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,False,False,False,False,False,None,[]
305,CVE-2022-38714,,None,No,Partial,,False,False,False,False,False,None,
306,CVE-2022-28657,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,None,No,Total,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,False,False,False,False,False,None,
307,CVE-2024-2103,,None,No,Partial,,False,False,False,False,False,None,
308,CVE-2024-2695,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
309,CVE-2024-2912,,Poc,Yes,Total,,False,False,False,False,False,None,
310,CVE-2024-2011,,None,Yes,Partial,,False,False,False,False,False,None,
311,CVE-2024-2441,,None,No,Partial,,False,False,False,False,False,None,
312,CVE-2024-2787,,None,No,Total,,False,False,False,False,False,None,
313,CVE-2024-2457,,None,No,Partial,,False,False,False,False,False,None,
314,CVE-2024-2841,,None,No,Partial,,False,False,False,False,False,None,"['stored cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
315,CVE-2024-2142,,None,No,Partial,,False,False,False,False,False,None,"['stored cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
316,CVE-2024-2791,,None,No,Partial,,False,False,False,False,False,None,"['stored cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
317,CVE-2024-2953,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
318,CVE-2024-2729,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,None,No,Partial,,False,False,False,False,False,None,
319,CVE-2024-2683,,Poc,No,Partial,,False,False,False,False,False,None,"['cross site scripting', 'public and may be used']"
320,CVE-2024-2494,,None,No,Partial,,False,False,False,False,False,None,"['perform a denial of service attack', 'crash', 'negative length']"
321,CVE-2024-2928,,None,Yes,Partial,,False,False,False,False,False,None,
322,CVE-2024-2181,,None,No,Partial,,False,False,False,False,False,None,
323,CVE-2024-2617,,None,No,Total,,False,False,False,False,False,None,
324,CVE-2024-2247,,None,No,Partial,,False,False,False,False,False,None,['dom-based cross-site scripting']
325,CVE-2024-2705,,Poc,No,Total,,False,False,False,False,False,None,"['public and may be used', 'stack-based buffer overflow']"
326,CVE-2024-2969,,None,No,Partial,,False,False,False,False,False,None,"['trick a site administrator', 'cross-site request forgery']"
327,CVE-2024-2343,,None,No,Partial,,False,False,False,False,False,None,
328,CVE-2024-2656,,None,No,Partial,,False,False,False,False,False,None,
329,CVE-2024-2206,,Poc,Yes,Partial,,False,False,False,False,False,None,['proxy arbitrary urls including potential internal endpoints']
330,CVE-2024-2178,,Poc,Yes,Partial,,False,False,False,False,False,None,
331,CVE-2024-2197,,None,No,Partial,,False,False,False,False,False,None,"['unauthorized access', 'sensitive information']"
332,CVE-2024-2744,,Poc,No,Partial,,False,False,False,False,False,None,
333,CVE-2024-2226,,None,No,Partial,,False,False,False,False,False,None,
334,CVE-2024-2733,,None,No,Partial,,False,False,False,False,False,None,
335,CVE-2024-2363,,None,Yes,Partial,,,,,,,Active,"['denial of service', 'public and may be used']"
336,CVE-2024-2949,,None,No,Partial,,False,False,False,False,False,None,
337,CVE-2024-2334,,None,No,Partial,,False,False,False,False,False,None,
338,CVE-2024-2637,,None,No,Total,,False,False,False,False,False,None,
339,CVE-2024-2772,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
340,CVE-2024-2288,,Poc,No,Partial,,False,False,False,False,False,None,
341,CVE-2024-2908,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:L/I:L/A:L,Poc,No,Partial,,False,False,False,False,False,None,
342,CVE-2024-2660,,None,No,Partial,,False,False,False,False,False,None,
343,CVE-2024-2725,,None,No,Partial,,False,False,False,False,False,None,['information exposure']
344,CVE-2024-2119,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
345,CVE-2024-2861,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,False,False,False,False,False,None,
346,CVE-2024-2477,,None,Yes,Partial,,False,False,False,False,False,None,
347,CVE-2024-2027,,None,No,Partial,,False,False,False,False,False,None,
348,CVE-2024-2359,,Poc,Yes,Total,,False,False,False,False,False,None,
349,CVE-2024-2836,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,Poc,No,Partial,,False,False,False,False,False,None,
350,CVE-2024-2420,,None,Yes,Partial,,False,False,False,False,False,None,
351,CVE-2024-2089,,None,No,Partial,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,False,False,False,False,False,None,
352,CVE-2024-2436,,None,No,Partial,,False,False,False,False,False,None,
353,CVE-2024-2965,,Poc,No,Partial,,False,False,False,False,False,None,
354,CVE-2024-2877,,None,No,Partial,,False,False,False,False,False,None,
355,CVE-2024-2031,,None,No,Partial,,False,False,False,False,False,None,"['stored cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
356,CVE-2024-2461,,None,No,Partial,,False,False,False,False,False,None,
357,CVE-2024-2525,,Poc,No,Partial,,False,False,False,False,False,None,['cross site scripting']
358,CVE-2024-2876,,None,Yes,Total,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,False,True,False,False,True,Poc,
359,CVE-2024-2030,,None,No,Partial,,False,False,False,False,False,None,"['stored cross-site scripting', 'cross-site scripting', 'inject arbitrary web scripts']"
360,CVE-2024-2749,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,Poc,No,Partial,,False,False,False,False,False,None,
